Chr1	0	25000	58.864
Chr1	25000	50000	83.808
Chr1	50000	75000	46.2976
Chr1	75000	100000	66.7063
Chr1	100000	125000	50.0769
Chr1	125000	150000	49.3211
Chr1	150000	175000	52.3446
Chr1	175000	200000	28.4399
Chr1	200000	225000	39.0222
Chr1	225000	250000	53.6674
Chr1	250000	275000	50.3604
Chr1	275000	300000	43.0851
Chr1	300000	325000	41.3843
Chr1	325000	350000	48.6597
Chr1	350000	375000	37.6994
Chr1	375000	400000	44.6913
Chr1	400000	425000	34.9594
Chr1	425000	450000	48.9431
Chr1	450000	475000	53.4784
Chr1	475000	500000	61.6986
Chr1	500000	525000	44.7858
Chr1	525000	550000	37.5105
Chr1	550000	575000	37.038
Chr1	575000	600000	35.9987
Chr1	600000	625000	29.5737
Chr1	625000	650000	41.0064
Chr1	650000	675000	38.0774
Chr1	675000	700000	42.7071
Chr1	700000	725000	29.0068
Chr1	725000	750000	33.6366
Chr1	750000	775000	73.7926
Chr1	775000	800000	43.652
Chr1	800000	825000	55.1791
Chr1	825000	850000	60.3758
Chr1	850000	875000	40.9119
Chr1	875000	900000	46.2031
Chr1	900000	925000	36.1877
Chr1	925000	950000	40.0616
Chr1	950000	975000	56.8799
Chr1	975000	1000000	27.7785
Chr1	1000000	1025000	46.581
Chr1	1025000	1050000	42.1402
Chr1	1050000	1075000	39.9671
Chr1	1075000	1100000	43.0851
Chr1	1100000	1125000	40.345
Chr1	1125000	1150000	40.2505
Chr1	1150000	1175000	24.4716
Chr1	1175000	1200000	29.3848
Chr1	1200000	1225000	38.3608
Chr1	1225000	1250000	44.0299
Chr1	1250000	1275000	39.4002
Chr1	1275000	1300000	65.6669
Chr1	1300000	1325000	40.0616
Chr1	1325000	1350000	61.6986
Chr1	1350000	1375000	39.5891
Chr1	1375000	1400000	40.8174
Chr1	1400000	1425000	54.6122
Chr1	1425000	1450000	46.77
Chr1	1450000	1475000	45.3527
Chr1	1475000	1500000	48.4707
Chr1	1500000	1525000	31.7469
Chr1	1525000	1550000	38.6443
Chr1	1550000	1575000	58.1082
Chr1	1575000	1600000	39.9671
Chr1	1600000	1625000	55.0846
Chr1	1625000	1650000	35.3373
Chr1	1650000	1675000	49.2266
Chr1	1675000	1700000	35.0539
Chr1	1700000	1725000	36.6601
Chr1	1725000	1750000	48.4707
Chr1	1750000	1775000	47.3369
Chr1	1775000	1800000	49.4156
Chr1	1800000	1825000	35.1483
Chr1	1825000	1850000	36.0932
Chr1	1850000	1875000	33.8256
Chr1	1875000	1900000	31.5579
Chr1	1900000	1925000	26.9282
Chr1	1925000	1950000	27.2116
Chr1	1950000	1975000	27.4006
Chr1	1975000	2000000	34.5814
Chr1	2000000	2025000	55.935
Chr1	2025000	2050000	45.0693
Chr1	2050000	2075000	37.227
Chr1	2075000	2100000	38.7388
Chr1	2100000	2125000	32.5973
Chr1	2125000	2150000	33.1642
Chr1	2150000	2175000	44.8803
Chr1	2175000	2200000	74.454
Chr1	2200000	2225000	65.7614
Chr1	2225000	2250000	35.4318
Chr1	2250000	2275000	37.227
Chr1	2275000	2300000	55.2736
Chr1	2300000	2325000	56.5964
Chr1	2325000	2350000	45.8251
Chr1	2350000	2375000	45.4472
Chr1	2375000	2400000	49.7935
Chr1	2400000	2425000	40.723
Chr1	2425000	2450000	33.92
Chr1	2450000	2475000	31.8414
Chr1	2475000	2500000	35.2428
Chr1	2500000	2525000	30.0462
Chr1	2525000	2550000	29.3848
Chr1	2550000	2575000	34.487
Chr1	2575000	2600000	34.7704
Chr1	2600000	2625000	28.1565
Chr1	2625000	2650000	30.5186
Chr1	2650000	2675000	39.4002
Chr1	2675000	2700000	35.9987
Chr1	2700000	2725000	38.9277
Chr1	2725000	2750000	38.8333
Chr1	2750000	2775000	42.2347
Chr1	2775000	2800000	45.4472
Chr1	2800000	2825000	42.5182
Chr1	2825000	2850000	38.7388
Chr1	2850000	2875000	32.9752
Chr1	2875000	2900000	43.3685
Chr1	2900000	2925000	41.9513
Chr1	2925000	2950000	35.1483
Chr1	2950000	2975000	50.9273
Chr1	2975000	3000000	51.3053
Chr1	3000000	3025000	33.3531
Chr1	3025000	3050000	47.4314
Chr1	3050000	3075000	58.2026
Chr1	3075000	3100000	52.9115
Chr1	3100000	3125000	71.525
Chr1	3125000	3150000	33.5421
Chr1	3150000	3175000	41.4788
Chr1	3175000	3200000	71.1471
Chr1	3200000	3225000	46.2976
Chr1	3225000	3250000	36.4711
Chr1	3250000	3275000	37.6994
Chr1	3275000	3300000	40.2505
Chr1	3300000	3325000	41.2899
Chr1	3325000	3350000	36.9436
Chr1	3350000	3375000	31.8414
Chr1	3375000	3400000	45.1637
Chr1	3400000	3425000	50.1714
Chr1	3425000	3450000	54.1398
Chr1	3450000	3475000	81.8238
Chr1	3475000	3500000	33.92
Chr1	3500000	3525000	34.7704
Chr1	3525000	3550000	41.1954
Chr1	3550000	3575000	42.2347
Chr1	3575000	3600000	28.6289
Chr1	3600000	3625000	16.8183
Chr1	3625000	3650000	17.7631
Chr1	3650000	3675000	21.9205
Chr1	3675000	3700000	41.9513
Chr1	3700000	3725000	39.2112
Chr1	3725000	3750000	42.6126
Chr1	3750000	3775000	35.9987
Chr1	3775000	3800000	42.0457
Chr1	3800000	3825000	33.4476
Chr1	3825000	3850000	38.7388
Chr1	3850000	3875000	52.1556
Chr1	3875000	3900000	36.7546
Chr1	3900000	3925000	52.4391
Chr1	3925000	3950000	40.9119
Chr1	3950000	3975000	49.2266
Chr1	3975000	4000000	39.7781
Chr1	4000000	4025000	70.2022
Chr1	4025000	4050000	47.1479
Chr1	4050000	4075000	42.5182
Chr1	4075000	4100000	63.1159
Chr1	4100000	4125000	102.422
Chr1	4125000	4150000	46.6755
Chr1	4150000	4175000	42.0457
Chr1	4175000	4200000	51.7777
Chr1	4200000	4225000	56.7854
Chr1	4225000	4250000	23.1488
Chr1	4250000	4275000	37.6994
Chr1	4275000	4300000	28.9124
Chr1	4300000	4325000	21.2591
Chr1	4325000	4350000	27.9675
Chr1	4350000	4375000	34.109
Chr1	4375000	4400000	51.1163
Chr1	4400000	4425000	40.8174
Chr1	4425000	4450000	37.038
Chr1	4450000	4475000	53.1005
Chr1	4475000	4500000	37.038
Chr1	4500000	4525000	36.5656
Chr1	4525000	4550000	48.2817
Chr1	4550000	4575000	39.9671
Chr1	4575000	4600000	35.6208
Chr1	4600000	4625000	24.8495
Chr1	4625000	4650000	114.138
Chr1	4650000	4675000	103.555
Chr1	4675000	4700000	39.5891
Chr1	4700000	4725000	34.298
Chr1	4725000	4750000	26.3613
